  years of   study in 2017 E.C,Academic program (Bsc),Age,Could you briefly share In what ways have these experiences shaped your academic choices and career development? ,Sum of Cumulative GPA,Do you want to participate in the research interview?,Fields,Gender,Have you participated in any of the following exposure experiences? (Select all that apply),Sum of How have Career fairs exposure influenced your career choices? ,Sum of How have Family influenced your career choices? ,Sum of How have Friends influenced your career choices? ,Sum of How have Internships exposure influenced your career choices?,Sum of How have Job shadowing exposure influenced your career choices?,Sum of How have Mentorship programs exposure influenced your career choices?,Sum of How have University coursework exposure influenced your career choices? ,Sum of How often do you use the career guidance services offered by the university?,Sum of How satisfied are you with the career guidance services provided by the university?,I picked my academic program primarily because of my grades,Language,Study_Category,Sum of To what extent do you feel that your exposure experiences have provided a clear sense of direction for your career?,What additional types of exposure experiences do you think the university should offer to better support students' career development?,What additional types of exposure experiences do you think the university should offer to better support students' career development?.1,What improvements would you suggest for the university’s career guidance services?,Which University are you enrolled in?
Graduated,Electrical and Computer Engineering,21-23,"Building real-world apps like a cafeteria system and invoice tracker shifted my focus from theory to practical development. These experiences shaped my interest in backend tech like Next.js and NestJS, guiding my career toward building impactful, job-ready products.",3.00,No,STEM,Male,InternshipsUniversity coursework related to career development,4,1,1,4,4,5,4,4,4,No,English,Graduated,4,"The university should offer more exposure to real-world projects, internships with local startups, and tech meetups or hackathons. Sessions with industry professionals and hands-on SaaS-building workshops would also help students connect learning with practical career paths.",No response,"The university’s career guidance could improve by offering more hands-on support like project based mentorships, freelancing workshops, and real-world job simulations. Tailored guidance for tech roles, especially in fast-changing fields like web development, would also help students align better with industry demands.",Arba Minch University
Graduated,Electrical and Computer Engineering (BSc.),21-23,"My academic choices and career development have been significantly shaped by diverse career exposure experiences. My 4-month internship at Ethio-Telecom, where I developed network applications, inspired my pursuit of a BSc in Electrical and Computer Engineering at Addis Ababa University, culminating in a Great Distinction. University coursework, particularly my A+ final-year project building an E-Commerce website with the MERN stack, deepened my passion for full-stack development using JavaScript, No responsede.js, React, and MongoDB. Moderately influential experiences, such as mentorship and career fairs, exposed me to software development trends, refining my skills and motivating my MERN-Stack Developer certification. Job shadowing provided practical coding insights, while family and friends offered encouragement, bolstering my resolve. These experiences have guided me toward a MERN Stack Developer internship, where I aim to apply my technical foundation and collaborative abilities to create innovative web solutions.",3.62,Yes,STEM,Male,"InternshipsCareer fairs, University coursework related to career development",4,4,4,4,3,4,5,3,3,Yes,English,Graduated,3,No response,No response,"My suggestion, during their guidance they brings who have a deep knowledge and understanding on the field and able forecast the capability of the field in the future",AAU
Graduated,History and Heritage Management,21-23,my life know change,3.10,Yes,Business & Economics,Male,Internships,2,1,1,1,1,2,4,2,3,Yes,English,Graduated,2,ok,ok,ok,Debre Tabor University
Graduated,Management,21-23,"These opportunities provided practical insights into various industries, helping me understand the real-world applications of my academic studies. They also allowed me to identify my strengths and interests, guiding my choice of major and future career path.",3.70,Yes,Business & Economics,Male,Internships,4,1,1,5,4,5,3,4,4,Yes,English,Graduated,5,"Offer workshops led by industry professionals that focus on current trends, tools, and techNo responselogies specific to various fields, providing students with up-to-date kNo responsewledge and practical skills.","Offer workshops led by industry professionals that focus on current trends, tools, and technologies specific to various fields, providing students with up-to-date knowledge and practical skills.","Increase partnerships with companies and organizations to provide more internships, job shadowing opportunities, and real-world experiences for students.",Kotebe University of Education
Graduated,mechanical engineering,24-26,When I was an early age I used to behave like my cousin who graduated in a field study of mechanical engineering. Finally these had shaped my academic choices and I love it,3.74,Yes,STEM,Male,InternshipsCareer fairs,4,3,1,3,1,1,1,2,2,Yes,English,Graduated,1,Is No responset about finding a new routine but instead need to focus practical execution,No response,These is not very exercised phenomenon. And it needs to be practiced more.,Jimma University
Graduated,MSc,24-26,not al all,3.78,No,Other,Male,"Mentorship programs, University coursework related to career development",4,4,4,4,4,4,4,4,4,Yes,English,Graduated,4,No responset at all,No response,not at all,Haramaya University
Graduated,Peace and security,27 and above,Mawezageb,3.38,Yes,STEM,Male,Externship,1,3,4,1,3,1,1,3,4,Yes,Amharic,Graduated,3,No response,No response,Ethics sltena biset,Civil Service University
Graduated,SE,21-23,I liked it,3.70,Yes,STEM,Female,Internships,5,5,5,5,5,5,5,5,5,Yes,English,Graduated,5,Good,Good,Mobility,AAU
Graduated,SE,21-23,My own thinking way,3.70,Yes,STEM,Male,"InternshipsMentorship programs, Career fairs, University coursework related to career development, Searching professionals through social networks",5,3,1,5,5,4,1,3,3,No,English,Graduated,1,invite successfull individuals from thire enviroment is better,No response,May the guidance given by successfull individuals,BahirDar University
Graduated,SE,24-26,frontend development,3.70,Yes,STEM,Male,Internships,5,5,5,5,5,5,5,5,5,No,English,Graduated,5,No response,No response,no,BahirDar University
Graduated,SE,24-26,"The great influence I found in the university coursorsor, And it is not! It has helped me to be exposed to many opportunis around the Course Work browse and have a lot of operativeity around us.

Of course, I find that I even have Social Media, and I find Socular Media!",3.60,No,STEM,Male,"InternshipsCareer fairs, Searching professionals through social networks",4,1,1,3,1,1,5,5,5,Yes,Amharic,Graduated,4,"YES! They must assist with the Concepter to be ecoNo responsemically ecoNo responsemically ecoNo responsemically. That's what they do No responset do this, graduate is considered the ecoNo responsemic freezone.","YES! They must assist with the Concepter to be economically economically economically. That's what they do not do this, graduate is considered the economic freezone.","It must be that the hidden freedom from Social Media, economic freedom. What does the course only do?!",BahirDar University
